date,final_demand,power_generation,lng_trucks,total_demand
2020-01-11,960.88,240.29,22.56,1223.73
2020-01-12,986.74,265.43,17.17,1269.34
2020-01-13,1123.58,274.85,59.98,1458.41
2020-01-14,1103.68,188.9,59.31,1351.89
2020-01-15,1074.97,250.08,58.16,1383.21
2020-01-16,1025.54,204.67,61.08,1291.28
2020-01-17,1002.5,232.55,49.97,1285.02
2020-01-18,918.11,154.02,28.17,1100.3
2020-01-19,980.3,95.42,17.05,1092.76
2020-01-20,1173.33,176.98,55.31,1405.61
2020-01-21,1156.23,284.64,52.51,1493.39
2020-01-22,1089.56,348.52,57.61,1495.68
2020-01-23,1060.01,416.94,58.7,1535.66
2020-01-24,1041.31,411.63,52.27,1505.21
2020-01-25,929.99,282.36,21.84,1234.19
2020-01-26,907.14,190.47,18.56,1116.17
2020-01-27,1024.2,217.41,62.38,1303.99
2020-01-28,973.56,223.78,58.87,1256.2
2020-01-29,950.04,237.82,57.85,1245.71
2020-01-30,931.72,197.78,54.97,1184.47
2020-01-31,884.06,182.28,47.24,1113.58
2020-02-01,760.31,110.77,16.88,887.96
2020-02-02,755.73,123.22,16.24,895.19
2020-02-03,853.5,230.7,57.29,1141.49
2020-02-04,885.99,185.74,52.08,1123.81
2020-02-05,938.17,218.26,48.8,1205.24
2020-02-06,965.36,243.15,54.48,1262.98
2020-02-07,944.67,253.67,47.86,1246.2
2020-02-08,863.16,204.16,20.68,1087.99
2020-02-09,829.24,139.46,14.45,983.15
2020-02-10,882.04,167.59,56.32,1105.95
2020-02-11,901.81,263.89,54.46,1220.16
2020-02-12,912.68,287.52,53.13,1253.33
2020-02-13,893.25,240.81,52.67,1186.73
2020-02-14,890.46,277.1,46.63,1214.19
2020-02-15,787.72,165.82,17.29,970.83
2020-02-16,771.44,108.56,13.31,893.32
2020-02-17,901.64,210.48,57.39,1169.51
2020-02-18,946.02,256.97,48.53,1251.52
2020-02-19,950.29,280.88,52.21,1283.37
2020-02-20,938.12,252.67,47.24,1238.04
2020-02-21,902.09,257.48,49.73,1209.3
2020-02-22,793.89,215.56,16.11,1025.57
2020-02-23,780.85,204.44,13.04,998.33
2020-02-24,867.13,228.44,52.4,1147.97
2020-02-25,888.4,114.48,49.24,1052.12
2020-02-26,901.63,140.51,51.1,1093.24
2020-02-27,878.04,141.44,52.84,1072.32
2020-02-28,831.54,145.34,41.51,1018.39
2020-02-29,745.25,64.75,17.84,827.84
2020-03-01,726.68,64.74,12.94,804.36
2020-03-02,893.43,66.42,55.2,1015.05
2020-03-03,906.15,81.98,40.09,1028.22
2020-03-04,842.44,118.52,52.1,1013.06
2020-03-05,854.43,74.45,48.11,976.99
2020-03-06,917.87,79.41,44.69,1041.98
2020-03-07,795.38,104.1,17.22,916.7
2020-03-08,783.25,89.97,14.54,887.77
2020-03-09,875.75,113.48,52.66,1041.89
2020-03-10,847.21,140.69,50.84,1038.73
2020-03-11,797.9,189.51,50.64,1038.05
2020-03-12,790.09,181.88,52.78,1024.76
2020-03-13,780.07,165.92,41.67,987.66
2020-03-14,692.6,170.19,14.16,876.95
2020-03-15,697.86,131.45,13.82,843.13
2020-03-16,886.24,85.3,52.02,1023.56
2020-03-17,843.65,72.53,54.58,970.75
2020-03-18,798.52,96.69,46.86,942.07
2020-03-19,752.26,93.16,43.07,888.49
2020-03-20,764.45,115.83,42.21,922.49
2020-03-21,712.94,141.81,13.49,868.24
2020-03-22,705.54,137.41,12.28,855.23
2020-03-23,784.82,121.86,50.19,956.88
2020-03-24,790.48,137.89,49.44,977.81
2020-03-25,801.07,135.09,46.28,982.44
2020-03-26,823.59,99.87,43.06,966.51
2020-03-27,837.84,135.25,43.66,1016.75
2020-03-28,695.95,138.17,13.39,847.51
2020-03-29,669.64,147.48,14.75,831.87
2020-03-30,804.7,168.97,45.97,1019.64
2020-03-31,806.52,160.62,40.58,1007.72
2020-04-01,750.1,177.9,37.06,965.07
2020-04-02,723.57,174.03,39.77,937.37
2020-04-03,682.5,187.82,36.3,906.62
2020-04-04,598.45,172.63,12.43,783.51
2020-04-05,565.82,182.48,13.47,761.77
2020-04-06,629.83,203.1,41.3,874.23
2020-04-07,607.88,183.81,42.22,833.92
2020-04-08,574.02,179.6,35.51,789.13
2020-04-09,539.39,205.93,26.15,771.47
2020-04-10,537.9,221.21,19.1,778.21
2020-04-11,520.74,178.25,10.14,709.13
2020-04-12,513.75,178.24,12.3,704.29
2020-04-13,589.6,173.92,32.77,796.29
2020-04-14,626.88,138.09,38.89,803.86
2020-04-15,648.97,141.65,41.73,832.34
2020-04-16,648.39,106.18,38.97,793.54
2020-04-17,620.88,106.5,33.19,760.56
2020-04-18,555.65,147.47,12.99,716.11
2020-04-19,557.34,142.94,11.47,711.75
2020-04-20,623.77,115.09,46.45,785.31
2020-04-21,660.09,114.29,36.98,811.35
2020-04-22,642.43,129.3,41.31,813.04
2020-04-23,616.1,121.9,41.34,779.34
2020-04-24,579.66,129.42,30.44,739.52
2020-04-25,527.55,154.6,11.17,693.33
2020-04-26,527.54,162.25,12.58,702.38
2020-04-27,611.74,133.95,41.55,787.24
2020-04-28,609.57,106.68,41.81,758.06
2020-04-29,590.26,96.94,41.51,728.71
2020-04-30,553.44,101.34,28.23,683.01
2020-05-01,467.99,142.42,17.03,627.44
2020-05-02,467.9,165.46,13.47,646.83
2020-05-03,466.78,170.78,15.4,652.95
2020-05-04,545.36,123.58,41.88,710.82
2020-05-05,561.4,125.75,40.37,727.52
2020-05-06,560.54,133.2,36.76,730.5
2020-05-07,558.3,124.68,39.15,722.13
2020-05-08,535.59,129.06,30.79,695.44
2020-05-09,483.06,177.1,10.74,670.91
2020-05-10,483.64,135.72,11.23,630.59
2020-05-11,565.56,116.9,42.04,724.49
2020-05-12,591.71,149.48,38.61,779.81
2020-05-13,592.69,155.57,42.37,790.63
2020-05-14,601.04,122.06,41.24,764.33
2020-05-15,577.97,120.87,36.58,735.42
2020-05-16,513.42,137.23,11.36,662.01
2020-05-17,497.43,153.54,9.72,660.69
2020-05-18,566.68,172.98,46.07,785.72
2020-05-19,560.78,190.33,41.46,792.58
2020-05-20,560.36,203.95,37.39,801.7
2020-05-21,547.02,204.18,38.24,789.43
2020-05-22,539.84,204.29,36.93,781.06
2020-05-23,469.52,138.84,7.56,615.92
2020-05-24,466.08,127.4,9.72,603.2
2020-05-25,543.19,181.69,39.01,763.89
2020-05-26,554.33,162.69,41.03,758.04
2020-05-27,557.57,186.94,39.78,784.29
2020-05-28,556.44,237.28,42.3,836.03
2020-05-29,549.26,236.32,31.42,817.0
2020-05-30,496.02,190.83,8.98,695.83
2020-05-31,486.73,225.99,12.54,725.26
2020-06-01,486.73,225.99,12.54,725.26
2020-06-02,578.23,318.25,39.24,935.72
2020-06-03,581.08,289.38,37.75,908.2
2020-06-04,588.41,194.72,43.32,826.45
2020-06-05,572.67,248.09,35.5,856.26
2020-06-06,506.08,209.38,10.0,725.47
2020-06-07,509.3,169.51,11.3,690.1
2020-06-08,601.37,226.97,38.54,866.88
2020-06-09,601.82,239.62,34.48,875.91
2020-06-10,607.87,243.3,41.83,892.99
2020-06-11,610.61,155.37,35.29,801.27
2020-06-12,602.05,125.51,37.58,765.14
2020-06-13,534.07,177.21,10.72,722.0
2020-06-14,527.46,204.56,10.42,742.45
2020-06-15,600.57,298.98,46.03,945.58
2020-06-16,599.71,335.9,37.95,973.56
2020-06-17,600.33,331.9,45.44,977.67
2020-06-18,608.11,307.15,43.83,959.09
2020-06-19,593.04,297.77,38.18,928.99
2020-06-20,513.84,258.09,11.39,783.32
2020-06-21,503.88,215.46,11.64,730.97
2020-06-22,569.88,293.34,40.6,903.83
2020-06-23,559.68,325.09,38.61,923.38
2020-06-24,543.26,343.86,29.66,916.79
2020-06-25,575.03,364.15,41.63,980.81
2020-06-26,571.74,328.95,34.23,934.92
2020-06-27,508.64,275.18,10.19,794.01
2020-06-28,499.38,272.1,11.66,783.13
2020-06-29,572.33,315.66,45.04,933.03
2020-06-30,565.03,351.74,35.94,952.71
2020-07-01,574.47,403.67,41.37,1019.51
2020-07-02,591.02,391.57,37.74,1020.33
2020-07-03,578.28,385.77,37.79,1001.85
2020-07-04,504.22,269.88,11.87,785.97
2020-07-05,496.45,274.38,10.97,781.8
2020-07-06,578.19,377.02,44.64,999.85
2020-07-07,577.85,462.08,44.09,1084.02
2020-07-08,592.11,501.86,40.4,1134.37
2020-07-09,598.51,542.25,44.32,1185.08
2020-07-10,584.04,419.87,35.46,1039.37
2020-07-11,511.12,272.99,12.53,796.63
